Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	R:\K\Kutichim\211221\62_Slot1-54_1_2674.d	R:\K\Kutichim\211221\62_Slot1-54_1_2714.d	R:\K\Kutichim\211221\63_Slot1-42_1_2676.d	R:\K\Kutichim\211221\63_Slot1-42_1_2716.d	R:\K\Kutichim\211221\64_Slot1-38_1_2678.d	R:\K\Kutichim\211221\64_Slot1-38_1_2718.d	R:\K\Kutichim\211221\65_Slot1-49_1_2680.d	R:\K\Kutichim\211221\65_Slot1-49_1_2720.d	R:\K\Kutichim\211221\66_Slot1-44_1_2682.d	R:\K\Kutichim\211221\66_Slot1-44_1_2722.d	R:\K\Kutichim\211221\67_Slot1-40_1_2684.d	R:\K\Kutichim\211221\67_Slot1-40_1_2724.d	R:\K\Kutichim\211221\68_Slot1-27_1_2686.d	R:\K\Kutichim\211221\68_Slot1-27_1_2726.d	R:\K\Kutichim\211221\69_Slot1-52_1_2688.d	R:\K\Kutichim\211221\69_Slot1-52_1_2728.d	R:\K\Kutichim\211221\70_Slot1-43_1_2690.d	R:\K\Kutichim\211221\70_Slot1-43_1_2730.d	R:\K\Kutichim\211221\71_Slot1-46_1_2692.d	R:\K\Kutichim\211221\71_Slot1-46_1_2732.d	R:\K\Kutichim\211221\72_Slot1-22_1_2694.d	R:\K\Kutichim\211221\72_Slot1-22_1_2734.d	R:\K\Kutichim\211221\73_Slot1-53_1_2696.d	R:\K\Kutichim\211221\73_Slot1-53_1_2736.d	R:\K\Kutichim\211221\74_Slot1-41_1_2698.d	R:\K\Kutichim\211221\74_Slot1-41_1_2738.d	R:\K\Kutichim\211221\75_Slot1-48_1_2700.d	R:\K\Kutichim\211221\75_Slot1-48_1_2740.d	R:\K\Kutichim\211221\76_Slot1-47_1_2702.d	R:\K\Kutichim\211221\76_Slot1-47_1_2742.d	R:\K\Kutichim\211221\77_Slot1-51_1_2704.d	R:\K\Kutichim\211221\77_Slot1-51_1_2744.d	R:\K\Kutichim\211221\78_Slot1-45_1_2706.d	R:\K\Kutichim\211221\78_Slot1-45_1_2746.d	R:\K\Kutichim\211221\79_Slot1-50_1_2708.d	R:\K\Kutichim\211221\79_Slot1-50_1_2748.d	R:\K\Kutichim\211221\80_Slot1-39_1_2710.d	R:\K\Kutichim\211221\80_Slot1-39_1_2750.d	R:\K\Kutichim\211221\81_Slot1-23_1_2712.d	R:\K\Kutichim\211221\81_Slot1-23_1_2752.d
P35637;Q92804	P35637;Q92804	FUS_HUMAN;RBP56_HUMAN	FUS;TAF15	RNA-binding protein FUS	2265.4	1061.31	3155.54	3285.71		1354.32			2155.49	1385.27	1698.29	2719.05	1120.82	3289.34	3223.64	1122.85	2428.11	1295.66	2157.04	2488.29	1023.46	1124.96	1939.1	2252.68			1690.68	1227.03	1195.07		1956.72	1850.96	1688.02		2045.85		1164.62		1044.68	
P35658	P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214				793.403	871.405	1079.72			793.71	1059.25			1243.14	1268.87	570.111						1005.26	1210.89	1434.15	1340.58				1242.62		884.137	1273.31			1488.45	539.09					
P35713	P35713	SOX18_HUMAN	SOX18	Transcription factor SOX-18	720.051		2810.86		480.802	364.679			4763.39	4815.7		7847.41	12089.7	11009.5	6024.83	5303.21	2537.28		13310	14568.3		3446.82									9585.79	13297.7	2076		7595.8	6377.34			7093.88	6295.29
P35749	P35749	MYH11_HUMAN	MYH11	Myosin-11	19579.4	14127.3	5320.64	5017.71	8253.75	8124.2	7912.19	5768.56	9999.19	9703.27	3380.65	3360.42	8353.9	8043.72	13767.5	13398.1	40925.9	38061.8	3622.67	6088.5	7548.31	8391.21	12350	12524.1	20258.3	11514.7	20654.5	18265.5	26911	26935.2	6931.72	5719.99	8655.48	7991.02	7399.06	7489.63	23282.2	21341.5	7768.53	8422.93
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	3160.75	3529.81	11089.7	9460.63	3106.51	3640.39	1776.51	805.39	7648.95	5238.99	10993.7	10941.1	6475.3	5588.74	7921.25	6309.4	3541.21	3408.39	7484.16	6508.63	9680.01	8370.62	6744.81	6856.28			5059.9	4332.73	1689.26	1700.78	3176.41	3113.94	3317.75	3775.05	4943.46	4830.34	5069.46	3341.66	3194.01	3450.75
P35858	P35858	ALS_HUMAN	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit	48206.6	37060.9	40049.3	39716.2	5325.63	3630.46	19526.1	31335.4	15943.5	16620.1	39270.7	51105.5	16721.1	15703.6	22433.5	24691	5370.68	4899.33	37998.5	35107.7	11230	13159.6	29290.9	29999.4		81846.5	14245.3	10138	13651.5	15822.4	38190.5	40548.9	12054	8751.55	31743.4	37681.6	30970.8	40379.4	18647.3	29728.5
P35908	P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	75753.5	60092	85220.9	80171.4	31021.3	32462.6	21577.2	41201.8	40463	43457.5	38225.8	40110.7	46942.3	53055.1	41944.7	38403.9	108381	103443	53039.8	52501.7	52869.7	51287.6	53862.1	53599.1	126122		40011.3	36880.3	36322.8	31801.6	79194.7	79298.1	39049.3	40112.1	71972.4	64762.4	59603.8	64579.5	47088.6	56948.9
P35914	P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	1785.36	2085.09	3350.43	2291.76	3381.57	2424.94	2040.25		3613.04	2209.43	3564.16	3647.92	3045.29	4361.94	2805.11	2299.92	1295.11	1740.05	1739.55	1805.9	3323.19	2210.9	3001.42	4509.8			2395.56	2176.79	2027.44	3056.48	2312.65	3280.89	2069.96	2445.34	2084.69	2770.17	911.848	2925.26	1312.98	1852.9
P35998	P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	1884.05	3703.48	3701.24	2938.47	2750.39	3649.02	4160.02	5049.65	3276.86	3148.85	3682.88	2047.55	6539.33	4038.87	3637.6	3201.19	2672.83	2569.27	2179.13	3220.5	2452.23	2608.21	4048.64	3831.99			2988.71	4209.97	4300.67	3332.64	2660.29	3108.34	3199.92	2792.97	2894.66	2511.94	2022.06	2251.87		
P36222	P36222	CH3L1_HUMAN	CHI3L1	Chitinase-3-like protein 1			2582.2	2707.72		527.437			1400.51	1332.65	2520.12	3361.4					1504.28	1386.74	4298.68	5032.83	910.502		1624.05	1838.19			677.85		610.752	728.633	2167.75	1624.39	2550.45	1993.58	3315.44	3023.4	2641.46	1362.42	1853.57	
P36269	P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	9673.66	8971.91	21481.9	16816	13927	9024.28	9210.07	9616.26	6666.02	5110.47	6403.82	7825.32	12781.8	11045.7	14333.5	16654.5	4515.4	4175.63	7336.28	6243.65	9541.81	16568.7	11235.4	17278.8	5061.34	7349.16	15271.4	10672.8	6836.76	6513.51	14765.3	10795.9	7517.84	5713.68	8342.01	8152.07	6724.87	6949.08	12028	19229.6
P36405	P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	1530.77	5238.4	1749.23	2911.1	1924.48	2117.92	1577.02	881.03	1096.59	2690.56	2081.64	2553.94	2123.21	2257.89	1576.51	1365.57	1686.95	1518.05		2340.65	1784.27	2377.4	1887.84	1862.23			2603.73	2107.65		1318.01	2663.03	2068.67	1850.98		1223.76		1336.25	1774.67		3254.74
P36542	P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	4117.04	3975.67	5077	5275.71	6011.96	6660.92	64510.5		4817.11	6661.13	4606.03	6136.28	9847.81	10143.3	5973.82	4832.11	9169.62	7764.35	4946.47	5835.32	4899.32	4341.63	8483.27	7591			9575.72	7577.22	6523.39	7979.05	7936.63	5608.89	5441.83	6350.45	5829.45	5045.91	9397.2	9232.69	4403.6	7812.92
P36543	P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	1880.79	1596.82	4434.6	4280.3	3745.27	3995.37	3550.89	5004.66	3096.34	2651.97	3602.94	3614.74	2539.29	1932.75	4855.12	4138.59	1324.19	1961.55	2405.18	2088.04	2817.52	3286.79	4169.93	3870.32			2611.59	3114.89	2512.13	2962.73	2926.37	3015.75	2672.21	2702.21	2876.82	2883.89	5304.53	3905.74	2443.12	1920.12
P36551	P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	1391.69	1430.67	2782.13	1896.96	1506.68	2414.63			2903.21	2550.3	3519.13	5868.26	2667.19	2353.57	3077.74	2241.17	977.891	922.593	3009.08	3178.67	4243.9	4296.42	3671.84	4006.96			3403.98	3324.28	3330.48	2082.31	2731.76	2731.16	2472.2	3319.19	2732.86	3333.33	1034.54	2226.93	1408.55	1890.98
P36578	P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4		458.2			3307.85	2852.16			2775.09	2384.84	596.982	682.676	13097.8	14921.2	1880.08	1658.7	1491.78	1795.89	754.441	863.017	4685.72	3747.97	5982.99	5711.51			1679.35	1839.04	526.569	1458.71			992.656	1150.73	2306.17	1468.98		704.925	574.09	856.709
P36639	P36639	8ODP_HUMAN	NUDT1	Oxidized purine nucleoside triphosphate hydrolase	631.313		1405		1499.44				989.318		1136.98												663.243					961.233			478.271				387.923					
P36776	P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial			3001.17		2841.53				3255.61	2649.71	2610.3	2386.11	2665.89	2436.75	1964.18	1542.48		1279.55			1395.9	1738.1	1925.5	2488.95			855.671	1078.99	3044.63	2135.94	1273.43	1365.27	3775.13	2887.24	2426.63	4040.77	1143.72	1373.48		
P36871	P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	9475.11	11172.7	12337.9	11528.5	18270.1	12962.1	9098.61	9144.72	14551.9	12156.5	11750.6	9761.17	10599.2	8885.44	8628.71	7934.28	26061.7	24556.3	8525.63	7009.4	13892.4	12416.3	11007.4	11760.4	8476.74	4424.13	19827.9	22634.1	11766.4	10885.7	11309.7	11745.1	16879.1	17702.1	12426.5	12877	12761.8	14655.5	11512.3	12394.8
P36915	P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1									787.98	530.632			1232.14	1450.09	390.691	415.47					759.3		263.423				194.792	538.683					595.928	901.048	1156.18	773.865				
P36955	P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	129223	113227	107735	107906	53359.6	50636.4	40846.2	53756.9	55144.5	44170.8	65014.5	68388.5	77839.5	49295.7	65530.3	61882.1	63239.6	43803.6	94405	92120.3	64597.9	56141.3	81358.3	71079	144889	106183	68805.7	63720.9	94445.9	101528	93695.5	94374.1	53673	50111.5	64021.5	68531.4	112766	64203.6	119527	84083.7
P36957	P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	6556.8	4309.16	7182.15	7653.79	8886.41	9365.41	2650.12	2553.09	4795.43	5535.95	5914.86	9960.24	6835.72	6650.15	2964.27	2871.28	870.748	753.823	5252.77	1927.81	7578.26	6631.89	9973.06	8908.99	2576.02	4903.56	8939.59	6852.16	8675.51	7672.39	11883.1	10996.9	9270.95	7539.03	5446.88	5400.74	545.54	631.779		1477.87
P36959	P36959	GMPR1_HUMAN	GMPR	GMP reductase 1	969.397				2174.9				4697.12		556.673		627.616	1206.82	1829.11		1538.74		1215.32	2153.78	1818.28	1745.79	1499.99	1337.29			1738.39	4032.49	1283.79	1703.26	1902.63	2017.75	2330.77	4242.01	1849.82		1125.48	1450.02	2637.51	
P36980	P36980	FHR2_HUMAN	CFHR2	Complement factor H-related protein 2	6193.31	6010.06	6824.57	6001.46		875.049		1953.95	3521.54	3989.35	4506.09	10392.1	8676.92	15351	10738	7440.87	3622.11	3048.42	27264.2	29222.8	4151.65	4209.85	1896.68	1406.14			3529.33	4173.34	2006.12	2077.34	12822.6	11624	3615.15	3036.23	6489.67	8873.7	3721.9	1983.52	4417.11	5142.56
P36980;Q03591	P36980;Q03591	FHR1_HUMAN;FHR2_HUMAN	CFHR1;CFHR2	Complement factor H-related protein 2	8330.02	5433.87	12791.5	12073.4	1707.21	1776.51	2752.19	2022.29	1427.83	1401.23	2304.39	1251.28	8172.45	8444.13	10828.9	11532.7	4101.32	3670.39	19773.7	24849.7	2879.31	2766.77		1357.15			10366.6	10646.9	3196.03	3756.2	33057.5	38189.7	6857.59	7274.1	17620.8	21864.5	5227.55	4333.88	10789.7	9611.22
P37108	P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein			1438.06		1867.95	2392.96			2811.6	1971.85			5279.59	5013.04	2222.36	1751.33	3094.21	3670.81	1812.75	2571.69	1984.29	2113.41	3577.18	2161.14			1093.68		2716.69	1584.83			2317.64	2063.16	3058.61	1270.33	2755.92	2587.43		991.047
P37235	P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1					2069.45				1632.58	1750.53		1667.26	1687.41	1391.61	1967.27	1922.25	1206.05	994.836	803.135		1723.41	1777.25	1495.44	1827.91			2405.87				1754.21		2113.16		1759.82	1438.61	2182.67	1178.87		1414.96
P37235;P61601	P84074;P37235;P61601	HPCL1_HUMAN;NCALD_HUMAN	HPCAL1;NCALD	Hippocalcin-like protein 1				2241.84		744.988										1322.02		771.126											629.822		186.152		470.289		1022.58		184.391			
P37802	P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	205432	235739	122032	169958	134080	199086	182986	225901	86172.9	92087.7	74428.5	75196.1	76229.6	85848.6	91643.5	85853.7	139150	115251	59170.1	57690.5	94583.5	87301.8	107402	116369	403756	407909	123109	128548	239693	238570	130236	126418	149406	170142	130498	119657	141883	165338	129672	130692
P37802;Q9UI15	P37802;Q9UI15	TAGL2_HUMAN;TAGL3_HUMAN	TAGLN2;TAGLN3	Transgelin-2	78713	88796.1	40966.7	65356.6	108554	167278	223708	297285	44438.4	62939.2	14171.5	30753.8	5461.46	14003.3	10321.1	9167.54	80703.1	84770.6	17513.3	15428.5	22601	23174.6	105319	128946	112371	113837	104639	112334	180983	215945	61689.9	82014.1	83171.2	85013.2	57817.1	71681.9	96605.8	134272	123847	99719
P37837	P37837	TALDO_HUMAN	TALDO1	Transaldolase	14715.9	7009.47	26250.2	21579.3	19954.8	13032	13856.8	14662.2	24020	22018.5	38915.4	37925.6	21888.3	31387.3	33086.8	31219.8	17527.9	18958.6	28181.8	24768	26984.9	26052.4	22837	22978.3	26056.4	10861.5	27371.9	26686.2	7852.99	8235.83	25784.3	24589.7	15146.7	14676.7	18441.1	20743.7	14955.8	11920.1	18309.8	20530.2
P37840	P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	7930.22	3763.74	7863.35	5295.47	4125.76	4801.65	6754.01	3374.64	2805.59	1310.41	2825.41	1037.71	2280.45	980.981	2600.59	1909.56	1608.21	1060.49	5640.61	3331.11	1447.19	1291.04	5318.7	3935.29			1401.47	3133.58	2685.58	4994.64	4718.49	4789.43	2027.82	2161.93	2385.77	3997.92	3962.09	4171.14	2822.9	2688.37
P37840;Q16143	Q16143;P37840	SYUA_HUMAN;SYUB_HUMAN	SNCA;SNCB	Alpha-synuclein			2029.11	2446.92	1856.6	1770.03	6962.67	6496.5	691.71	563.503	539.959	681.239	460.582			635.793		462.719	1000.91	677.928	599.527	850.049	1570.24	1553.54			1596.84	1104.11	1346.86		1358.84	1372.95					1403.87	890.308	1450.09	770.109
P38117	P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	4591.94	8230.78	3518	2542.09	3690.91	4317.37	1378.74		2150.71	2897.42	5065.55	4146.97	4235.07	5437.97	2666.82	3955.4	3188.14	2525.89		2332.71	4005.44	2581.39	4483.88	4233.11			3979.99	2484.43	3418.66	5786.64	5456.11	4948.07	2619.43	2933.23	1443.96		3500.77	5166.47		1322.27
P38159	Q96E39;P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	7823.46	5702.46	9978.47	7556.56	3911.06	7270.69	8887.84	13900.7	8324.96	8398.81	4135.9	3696.6	2654.1	4666.25	11547.7	14702.3	5578.16	7382.74	10278.5	12777.4	4515.63	3794.18	7265.36	6613.13	10910.9		4453.23	2172.55	5495.7	6676.09	4388.52	8351.55	7080.95	13732	6424.35	11881.1	11091.2	9777.92	7460.74	4332.4
P38435	P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase				810.386	813.488	689.82			880.571	453.839	599.238	779.682	890.239	1694.62		998.414				761.253	699.547	669.967	1054.98	948.559					1767.62	1110.31										
P38571	P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase			1622.15	4363.59					1583.06	1576.86	1887.35	4436.43	2223.56	1691.14	2647.78	3276.67	2256.82	2600.63	4149.75	3732.69	3171.08	1529.88	398.572								2887.5		699.385		1603.32		1025.97	858.353		
P38606	P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	5048.59	4342.69	10247.2	12491.8	6951.54	7619.21	12919.7	17089.3	7635.62	8751.03	10908.5	12318.6	7107.32	9005.12	11242.5	12909.1	5602.26	5512.13	12053.2	11930.6	6405.28	6934.06	8245.22	8464.41	7269.5	10758.8	7318.11	8210.03	7487.1	6183.9	9293.34	9833.51	6395.45	7822.12	8305.15	8593.61	12110.3	12630.1	5541.05	6242.41
P38646	P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	11579	12298.8	15143.1	17589.4	13653.8	16194.5	18285.4	21201	13092.7	12894	16282.8	13442.5	15776.6	17978.6	17254	16860.9	14128.6	13324.2	15803	17700.8	13481.3	15450.8	18469.8	20743.8	16387	36965.5	12577.9	14394.8	16446.9	17401.5	16669	20521.4	17930.6	18312	15829.4	15625.6	20462.2	24109.6	11221	13324.7
P38919	P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	3106.9		3170.02	4499.96	5239.11	3513.48			2247.99	3237.99	4063.63	1871.42	8023.48	4905.75	3243.65	3723.83	3639.37	3960.57	2436.78	2372.92	2639.53	3016.1	4599.07	5163.82			4145.36	4278.63	3880.15	3682.31	1941.97	3719.32	4675.08	2450.23	3243.14	3761.19	4107.97	3511.77	2345.3	2011.57
P38919;P60842;Q14240	Q14240;P38919;P60842	IF4A1_HUMAN;IF4A2_HUMAN;IF4A3_HUMAN	EIF4A1;EIF4A2;EIF4A3	Eukaryotic initiation factor 4A-III	1355.83	1773.8	1964.89	1732.75	4877.92	6213.75	5598.01	4898.2	5081.25	4433.92	4829.35	4006.13	6658.47	7313.17	2525.31	2361.29	2527.39	3181.73	1202.79	862.667	5669.83	4798.65	6674.56	6211.38			4319.55	3238.89	4101.64	4678.22	4046.1	3234.36	3102.51	3629.39	3920.83	2621.57	2459.4	2479.63	1395.8	1542.55
P39019	P39019	RS19_HUMAN	RPS19	40S ribosomal protein S19	3186.85	2249.75	4711.84	2317.44	8149.76	6146.36	7279	5521.07	10747.7	10887	3419.1	2884.66	8379.64	7982.87	6164.58	5788.56	5588.29	5620.56	4108.07	3499.81	4303.45	4610.22	7961.82	8446.56	6949.81	4707.68	4559.28	4099.82	4909.5	4345.62		758.409	9986.3	7354.77	3117.82	3133.09	5128.84	5058.25	4840.53	4206.76
P39023	P39023	RL3_HUMAN	RPL3	60S ribosomal protein L3	3532.88		1196.98		5727.75	2917.82			1001.99	1294.01	2264.72		6869.4	6857.06	1403.49					8731.25	1526.66	1070.88	4614.31	3644.57			1040.33		1647.22	2056.69	748.333			1962.87	1855.67		1153.62	1177.49	2028.79	
P39059	P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	18861.8	16897.3	18161	18558	15742.8	14617.3	11307.6	8156.06	11020.1	11432.4	7242.79	8244.19	4289.94	5697.26	26936.3	27315.4	18581.1	18731.8	13434	14465.3	8778.03	12082.7	21203.7	18793.4	13846	52138.2	9343.59	9068.03	17477	19007.9	20076.4	19082.5	18908.3	18375.5	19000.2	17849	22151	19463.2	15571.4	18011.4
P39060	P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	81758.3	62251.7	37346.6	33393.6	52146.2	60354.9	27797.6	25755.5	49870.9	50537.4	15247.2	14325.9	22403.7	20822.8	66798.5	59812.4	127710	128582	22414.2	28235.5	48099.3	48061.8	50639.8	42336.1	66435.6	73572.5	65627.3	56878.9	141503	154494	47728.2	47661	73656.4	62589	64626.8	34575.5	70614.9	33337.5	97088.1	46306.1
P39656	P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2206.46	2621.73				2107.1			1518.57	3275.02			2955.76	3178.01	1594.78		1189.81					761.091	2383.09	2177.99	10292.4			1693.99	1498.17	1052.2	2182.13		5104.89			1679.81				
P39687	P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A					3323.86	3893.93			1803.99	1758.42					1654.71	1548.88	1207.17	1173.59	1443.18	1309.45	1550.73	1626.66	1279.02	1428.93			1280.93		2724.08			771.779	1054.12	1255.33	1102.86	773.499	2377.12	2721.61	960.511	
P39687;Q92688	Q92688;P39687	AN32A_HUMAN;AN32B_HUMAN	ANP32A;ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member A									263.406	363.204							330.253	367.154																						
P39900	P39900	MMP12_HUMAN	MMP12	Macrophage metalloelastase	2033.31		4040.08	4402.34	1839.79	1837.91		5243.78	1264.48	2240.75	2001.31	663.312		553.815	1732.69	981.125	1766.89	2231.22	2639.85	2286.63	2026.02	1782.21	2218.82	1394.1			1087.67	1009.87	805.623	1135.54	1678.28	1518.54	2088.33	2347.42	5216.92	3144.68	2524.13	2287.16	1426.21	978.201
P40121	P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	6049.19	4851.31	22422.4	29837.6	25712.4	35383.9	23348.9	34046	47209.8	55237.8	77089.7	73979.3	27350	31477.2	71134.4	79083.9	22185.1	20409.3	49659.1	52297.3	42809.5	36394.5	33546.1	28978.7	12945.6	5318.11	30003.2	24655.5	19948.2	21374.9	35546.2	36220.9	33560.1	26956.6	47815.1	45173.4	38136.6	40042.3	15762.2	13818
P40123	P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	8049.14	5665.27	3577.39	4799.82	6031.69	6006.95	20064.8	12154	5351.75	4950.59	2247.41	3759.76	3254.44	1980.49	4350.86	4951.58	7526.26	10895	2663.42	2248.75	4774.46	5007.95	6068.96	6191	13608.8	15748	5434.29	4544.9	8945.12	9488.16	2958.99	3878.01	7400.5	5374.7	4946.71	5302.61	6084.58	6875.88	3979.59	4983.53
P40227	P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	3123.06	4172.6	3453.45	3051.02	4792.57	4058.41	6632.49	5525.57	4092.4	3143.93	3144.61	3534.42	7112.07	5234.9	3612.28	3205.29	3416.76	2388.22	3567.86	3448.93	3162.33	2914.97	3656.99	3766.64	6794.57	6967.65	3312.15	3534.44	4719.55	3856.92	3627.19	3682.76	4039.48	4418.26	4762.25	4433.53	3539.23	2911.92	2117.69	1843.93
P40227;Q92526	Q92526;P40227	TCPW_HUMAN;TCPZ_HUMAN	CCT6A;CCT6B	T-complex protein 1 subunit zeta	1208.88	637.12	2913.64	1042.36	5189.23	3466.54	2232.89	1669.94	2402.7	1746.29	2595.78	2156.69	4998.72	3222.48	1995.15	2395.48	1161.81	1267.75	1029.8		3289.03	2824.52	3812.86	4047.47			2842.95	3142.68	2676.94	2171.85	1928.22	1964.21	2064.31	2061.95	2709.56	2247.3	1397.4	1744.04	1377.65	
P40261	P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	4585.12	2451.98	20103.1	3405.57	14440.4	7086.15	6100.07	4576.29	9914.02	4500.45	7447.26	3080.98	9593.01	4048.28	6633	3290.02	2828.62	2403.92	5354.87	7214.36	25315.4	20473.6	7933.73	11070.2			10027.1	10427.5	2065.62	8976.79	9052	5387.01	8094.69	3794.63	4086.29	6715.7	1909.67	4808.25	1860.11	6435.61
P40306	P40306	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10	1278.76		2784.16			1258.55	5104.79		2091.09	2015.78	2410.39	2339.31	1320.45	1703.02	3114.44	3597.39	2163.13	2715.12	2981.94	3033.21	3199.88	2009.8	2386.35	1245.82			2298.06	1698.24	2033.53	1908.71	1925.17	2162.12	2567.45	1859.04	3581.49	2593	2284.94	2029.98	2821.75	1876.07
P40429	P40429;Q6NVV1	RL13A_HUMAN	RPL13A	60S ribosomal protein L13a	3726.41		3004.7		2245.35	4002.55			2382.07				4372.38	3973.79	4519.62	3079.13	1497.35	1122.23	4762.73	2644.85		1217.86	4874.3	6041.12					2223.49	5635.41			2758.69	4387.7	2441.74	4261.89		3220.26		
P40616	P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1			1246.21		582.445				740.293	640.643	776.54		1582.92	1324.29	839.857	1278.63					785.591	659.281	1003.58	1141.13			572.984			801.308			631.587		1021.04				925.525	
P40763	P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	4169.25	3291.12	5763.26	4684.19	6138.54	5850.44	7723.73	8116.21	5133.82	4644.8	4477.83	3952.35	5329.04	5032.73	3364.04	2872.42	2709.94	3142.23	1657.22	1414.51	5297.17	5217.44	5186.36	6843.16	6476.7	10153	5706.69	5539.45	4378.14	4282.42	5417.04	5489.83	5746.61	4401.08	4187.42	4390.26	1963.1	2397.37	3248.47	2853.82
P40925	P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	10244.2	13602.1	11688.5	13557.5	8268.18	8981.75	11019.4	11810.2	14574	13890.7	14143.9	14361.5	11250.9	11247.4	13251.9	14888.4	18087.3	19475.4	13966.5	10303.1	15179.4	14735.4	10631.5	11539.9	30203.8	18981.8	14227.6	14482.8	8440.49	10823	13012.1	13673.8	15533	14960.9	10681.9	13878	11342.7	11041.1	15058.9	16752.8
P40926	P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	18980.6	13721.4	19990.5	23384.8	12176.7	19253.8	26663.5	15599.2	18139.7	19997.5	18492.2	18872.7	10724.3	12033.1	23681.1	23121.9	24377.3	23332.6	18157.8	20156.6	11048.7	12591.4	15895.3	17695.4	16356.1	14563.5	16079.8	15431.7	27970.9	28842.7	27395.9	30332	22804.2	23738.8	17086.8	20167.6	25718.8	32916.9	20062.5	25534.7
P40939	P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	13325.4	13528.2	13187.6	18029.5	18177.8	20278.5	19453.4	20425	18415.4	25072.3	20882.6	29466.9	26436.6	28915.3	14525.7	15369.2	13001.4	9560.98	12298	10193.7	20781.6	18932.8	21490.8	24108.8	47222.4	41674.1	19831.7	16903	19728.7	20273.6	13386	12162.6	22986.8	17394.8	20682.8	18151.7	7322.17	8993.72	7265.48	4384.86
P41091	P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	1288.72		2516.91		1228.7	1526.12			2335.15	2873.1	453.692		6423.79	4755.33	3086.31	3021.79	2643.85	1917.81	1657.98	2198.5	2027.19	1658.07	2941.74	4192.65					2840.08	4471.99	1068.77	1086.56	2929.77	2562.03	2283.36	2777.63	2686.32	2468.32	1425.89	916.188
P41159	P41159	LEP_HUMAN	LEP	Leptin												472.315							1955.02	2457																				
P41208	P41208	CETN2_HUMAN	CETN2	Centrin-2	1002.53					1281.12				1091.74		902.973		1118.08	1078.78		2354.39	1319.25									1067.41			1901.4			1783.97		1367.89	1111.55			3414.1	
